age,workclass,fnlwgt,education,educational_num,marital_status,occupation,relationship,race,gender,capital_gain,hours_per_week,native_country,income_50k_threshold,income_90k_threshold,income
25,Private,457945,HS-grad,9,Separated,Adm-clerical,Own-child,White,Female,0,40,United-States,<=50k,<=90k,23750
51,Local-gov,195830,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,40,United-States,>50k,<=90k,51250
32,Local-gov,39153,Bachelors,13,Married-AF-spouse,Exec-managerial,Wife,White,Female,0,45,United-States,>50k,>90k,101250
35,State-gov,500000,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,40,United-States,<=50k,<=90k,48750
26,Private,550640,Some-college,10,Never-married,Sales,Own-child,White,Female,0,12,United-States,<=50k,<=90k,8750
29,Private,448758,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,32,Philippines,<=50k,<=90k,36250
22,Private,412801,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,32,United-States,<=50k,<=90k,21250
54,Private,265067,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,32,United-States,>50k,>90k,93750
23,Private,384493,Assoc-acdm,12,Never-married,Other-service,Unmarried,White,Male,0,40,United-States,<=50k,<=90k,26250
65,Private,454181,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,24,United-States,<=50k,<=90k,46250
24,Private,446810,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,40,India,>50k,>90k,101250
63,?,303430,Assoc-acdm,12,Never-married,?,Unmarried,White,Female,0,37,United-States,<=50k,<=90k,43750
23,?,222316,Some-college,10,Never-married,?,Own-child,White,Male,0,40,United-States,>50k,<=90k,71250
64,Private,245365,HS-grad,9,Never-married,Construction,Unmarried,White,Male,0,40,Honduras,>50k,>90k,101250
31,Private,102613,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,44,United-States,>50k,<=90k,86250
62,Self-emp-inc,49494,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,40,United-States,>50k,>90k,101250
45,State-gov,271427,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,32,United-States,>50k,<=90k,66250
47,Private,89782,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,31250
59,State-gov,243470,Masters,14,Widowed,Exec-managerial,Not-in-family,Black,Female,0,40,United-States,<=50k,<=90k,48750
36,Private,40028,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,44,United-States,>50k,>90k,101250
40,Private,381327,Bachelors,13,Divorced,Transport-moving,Not-in-family,White,Male,0,40,United-States,>50k,<=90k,53750
64,Self-emp-inc,356658,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,40,United-States,>50k,<=90k,61250
30,Private,157451,Assoc-voc,11,Married-spouse-absent,Production,Own-child,White,Male,0,35,United-States,<=50k,<=90k,16250
38,Private,196527,Assoc-acdm,12,Never-married,Exec-managerial,Unmarried,Black,Female,0,40,Germany,<=50k,<=90k,26250
65,?,342904,Masters,14,Never-married,?,Unmarried,White,Female,0,40,United-States,>50k,<=90k,76250
60,Private,168998,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,40,United-States,>50k,<=90k,56250
53,State-gov,310587,Masters,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,40,United-States,>50k,<=90k,71250
61,Private,464125,HS-grad,9,Divorced,Sales,Other-relative,White,Male,0,45,El-Salvador,<=50k,<=90k,11250
54,Federal-gov,39671,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,40,United-States,>50k,<=90k,61250
62,Self-emp-not-inc,280842,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,4000,40,United-States,>50k,>90k,101250
27,State-gov,209414,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,55,United-States,<=50k,<=90k,41250
23,Private,382495,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,20,United-States,<=50k,<=90k,16250
22,Private,1026283,Bachelors,13,Never-married,Adm-clerical,Other-relative,Black,Female,0,40,Jamaica,>50k,<=90k,61250
56,Private,96877,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,45,United-States,>50k,<=90k,56250
45,Private,473480,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,50,United-States,>50k,>90k,101250
33,Private,39283,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,40,Venezuela,>50k,<=90k,51250
36,Private,298272,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,40,United-States,<=50k,<=90k,43750
47,Private,426308,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,40,United-States,>50k,<=90k,53750
18,Federal-gov,260100,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,10,United-States,<=50k,<=90k,6250
18,Private,294386,10th,6,Never-married,Adm-clerical,Own-child,White,Female,0,50,United-States,>50k,>90k,101250
32,Private,222597,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,40,United-States,>50k,<=90k,51250
30,Private,221423,10th,6,Never-married,Construction,Unmarried,White,Male,0,40,United-States,>50k,<=90k,56250
52,Private,133361,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,32,Netherlands,>50k,<=90k,68750
23,Local-gov,132475,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,40,United-States,<=50k,<=90k,41250
23,Private,497230,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,0,40,United-States,<=50k,<=90k,31250
65,Private,318275,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,White,Female,0,40,United-States,>50k,<=90k,58750
62,Self-emp-inc,382229,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,40,United-States,>50k,<=90k,63750
34,Private,201957,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,50,United-States,>50k,>90k,101250
60,Local-gov,215180,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,40,United-States,<=50k,<=90k,31250
61,Local-gov,397181,HS-grad,9,Divorced,Prof-specialty,Other-relative,White,Male,0,40,United-States,>50k,>90k,101250
22,Private,367125,Some-college,10,Never-married,Sales,Own-child,White,Male,0,25,United-States,<=50k,<=90k,11250
46,Private,387565,Assoc-voc,11,Married-civ-spouse,Construction,Husband,White,Male,0,40,United-States,<=50k,<=90k,41250
43,Private,346883,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,>50k,>90k,101250
58,Private,32416,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,50,United-States,>50k,>90k,101250
32,Private,370661,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,40,Canada,>50k,>90k,101250
31,Private,361108,Bachelors,13,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Male,0,24,Pakistan,<=50k,<=90k,18750
66,Private,56254,Some-college,10,Divorced,Production,Not-in-family,White,Male,0,40,United-States,>50k,<=90k,51250
27,Private,401813,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,40,Peru,<=50k,<=90k,33750
44,Private,175591,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,40,United-States,>50k,>90k,101250
47,Local-gov,379362,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,35,United-States,>50k,<=90k,61250
36,Private,126465,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,60,United-States,>50k,<=90k,58750
50,Private,410676,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,36,United-States,>50k,<=90k,66250
78,Local-gov,175551,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,60,United-States,>50k,>90k,91250
19,Private,132499,11th,7,Never-married,Other-service,Unmarried,Other,Female,0,35,United-States,<=50k,<=90k,26250
65,Self-emp-not-inc,202209,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,50,United-States,>50k,>90k,101250
56,Private,91622,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,26250
58,Private,399610,Some-college,10,Divorced,Production,Not-in-family,White,Male,0,40,United-States,<=50k,<=90k,33750
30,State-gov,486837,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,40,United-States,<=50k,<=90k,26250
25,Private,806729,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,45,United-States,>50k,>90k,98750
31,Private,492140,11th,7,Never-married,Adm-clerical,Other-relative,White,Female,0,40,United-States,<=50k,<=90k,26250
55,Local-gov,34975,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,60,United-States,>50k,>90k,91250
62,State-gov,451483,Assoc-acdm,12,Never-married,Transport-moving,Unmarried,Black,Male,0,40,United-States,>50k,<=90k,53750
33,Private,67907,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,40,United-States,<=50k,<=90k,18750
45,Private,385138,Masters,14,Never-married,Construction,Not-in-family,Asian-Pac-Islander,Male,0,40,United-States,>50k,<=90k,61250
35,Private,702156,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,0,40,United-States,>50k,<=90k,73750
30,Private,197756,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,50,United-States,>50k,<=90k,63750
65,Self-emp-not-inc,408881,Masters,14,Divorced,Construction,Not-in-family,White,Male,0,40,United-States,<=50k,<=90k,36250
25,Private,151563,Some-college,10,Never-married,Prof-specialty,Own-child,Other,Male,0,20,United-States,<=50k,<=90k,31250
53,Private,654022,Some-college,10,Married-civ-spouse,Construction,Wife,Black,Female,0,40,United-States,>50k,<=90k,63750
42,Private,277848,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,40,United-States,>50k,>90k,101250
28,Self-emp-not-inc,332069,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,35,United-States,<=50k,<=90k,31250
55,Private,267681,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,17,United-States,<=50k,<=90k,1250
48,Local-gov,77156,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,38,United-States,<=50k,<=90k,21250
27,Private,411973,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,40,United-States,>50k,<=90k,66250
29,Private,149297,Some-college,10,Divorced,Construction,Not-in-family,White,Female,0,15,United-States,<=50k,<=90k,3750
51,Private,466398,HS-grad,9,Divorced,Other-service,Other-relative,White,Female,0,60,United-States,<=50k,<=90k,16250
37,Private,252595,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,46250
30,Private,274657,9th,5,Never-married,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,0,26,United-States,<=50k,<=90k,6250
24,Private,430863,Masters,14,Never-married,Construction,Own-child,White,Male,0,40,United-States,<=50k,<=90k,31250
22,Private,496882,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,25,United-States,<=50k,<=90k,6250
51,Private,161643,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,0,30,United-States,<=50k,<=90k,3750
20,?,344589,Some-college,10,Never-married,?,Own-child,White,Female,0,40,United-States,<=50k,<=90k,33750
28,Private,404339,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,50,United-States,<=50k,<=90k,48750
30,Private,506021,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,1038,60,United-States,>50k,>90k,101250
55,Federal-gov,363650,Bachelors,13,Widowed,Adm-clerical,Not-in-family,Black,Female,0,40,United-States,>50k,>90k,101250
41,Federal-gov,42664,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,>50k,>90k,101250
56,Private,97581,9th,5,Divorced,Production,Not-in-family,Black,Male,0,40,Cape-Verde,<=50k,<=90k,41250
22,?,420891,Bachelors,13,Never-married,?,Own-child,White,Male,0,20,United-States,<=50k,<=90k,3750
49,Private,429365,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,40,Mexico,<=50k,<=90k,21250
42,State-gov,422341,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,40,United-States,>50k,>90k,101250
46,State-gov,52294,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,100,40,United-States,>50k,>90k,93750
63,Local-gov,142544,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,45,United-States,<=50k,<=90k,43750
17,Private,446761,11th,7,Never-married,Sales,Own-child,White,Female,0,10,United-States,<=50k,<=90k,3750
46,State-gov,52469,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Other,Male,0,33,United-States,<=50k,<=90k,36250
32,Private,220703,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,100,50,United-States,>50k,>90k,96250
30,Private,455051,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,Black,Female,0,40,United-States,<=50k,<=90k,13750
76,Self-emp-inc,74801,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Male,0,20,United-States,>50k,>90k,101250
43,Private,138158,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,45,United-States,>50k,>90k,101250
27,Private,465179,Bachelors,13,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,20,South-Korea,<=50k,<=90k,31250
80,Private,55946,9th,5,Widowed,Craft-repair,Not-in-family,White,Male,0,20,United-States,<=50k,<=90k,23750
30,Private,374322,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,40,Brazil,>50k,<=90k,68750
21,Private,376237,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,31250
19,Private,349993,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,30,United-States,<=50k,<=90k,28750
56,Self-emp-not-inc,349747,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,35,United-States,>50k,>90k,101250
25,Private,504161,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,40,United-States,<=50k,<=90k,31250
35,Private,219204,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,40,United-States,>50k,<=90k,58750
59,Federal-gov,286913,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,40,Philippines,>50k,<=90k,51250
62,Private,269072,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,40,United-States,<=50k,<=90k,18750
19,Private,178232,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,24,United-States,<=50k,<=90k,21250
63,Private,402014,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,>50k,>90k,101250
37,Local-gov,429757,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,35,United-States,>50k,>90k,101250
34,Private,148059,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,2500,78,United-States,<=50k,<=90k,33750
55,Self-emp-not-inc,353866,Assoc-voc,11,Married-civ-spouse,Production,Husband,White,Male,0,40,United-States,>50k,<=90k,81250
22,Private,228513,Some-college,10,Never-married,Construction,Not-in-family,White,Male,0,40,United-States,>50k,<=90k,63750
47,Self-emp-not-inc,572412,Bachelors,13,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Male,0,40,United-States,<=50k,<=90k,11250
27,Private,614976,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,Female,0,20,United-States,<=50k,<=90k,8750
32,?,535614,Assoc-voc,11,Never-married,?,Other-relative,Other,Male,0,30,United-States,<=50k,<=90k,8750
66,Private,243523,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,55,United-States,>50k,<=90k,71250
62,Private,82334,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,40,Japan,>50k,>90k,101250
23,Private,597364,Some-college,10,Never-married,Prof-specialty,Other-relative,Black,Male,0,25,United-States,<=50k,<=90k,26250
34,Private,107711,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,30,United-States,<=50k,<=90k,13750
49,Private,74393,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,70,United-States,<=50k,<=90k,33750
42,Federal-gov,97890,Bachelors,13,Divorced,Other-service,Unmarried,White,Male,0,40,United-States,<=50k,<=90k,38750
41,State-gov,217254,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,50,United-States,<=50k,<=90k,46250
47,Private,52207,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,50,United-States,>50k,>90k,101250
40,Private,215300,Some-college,10,Never-married,Construction,Not-in-family,White,Male,0,35,United-States,<=50k,<=90k,26250
18,Private,277043,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,35,United-States,<=50k,<=90k,46250
64,Private,252029,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,40,Mexico,<=50k,<=90k,31250
57,Self-emp-not-inc,99166,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,40,United-States,>50k,>90k,101250
24,State-gov,461979,Bachelors,13,Never-married,Other-service,Own-child,White,Male,0,40,United-States,<=50k,<=90k,16250
27,Private,287681,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,Black,Female,0,40,United-States,>50k,>90k,101250
47,Private,380453,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,44,El-Salvador,<=50k,<=90k,31250
67,Private,339289,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,2000,50,United-States,>50k,>90k,101250
35,Private,420030,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,55,United-States,>50k,>90k,101250
37,Private,349827,HS-grad,9,Divorced,Sales,Own-child,White,Female,0,40,United-States,<=50k,<=90k,36250
61,Private,342588,11th,7,Married-spouse-absent,Other-service,Unmarried,White,Female,0,30,United-States,>50k,<=90k,56250
37,Private,331940,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,>50k,<=90k,73750
20,Private,268745,Some-college,10,Never-married,Production,Own-child,White,Male,0,10,United-States,<=50k,<=90k,3750
24,Private,426190,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,40,United-States,<=50k,<=90k,41250
61,Local-gov,383757,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,15,United-States,<=50k,<=90k,46250
25,Self-emp-inc,532492,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,43,United-States,<=50k,<=90k,41250
37,Private,50239,Some-college,10,Widowed,Construction,Not-in-family,White,Male,0,70,United-States,>50k,<=90k,51250
32,Private,385022,Doctorate,16,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,1,40,Pakistan,>50k,>90k,101250
53,Self-emp-not-inc,77991,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,60,United-States,>50k,<=90k,71250
50,State-gov,327052,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,40,Mexico,<=50k,<=90k,36250
22,Private,448399,Some-college,10,Never-married,Sales,Own-child,White,Female,0,30,United-States,<=50k,<=90k,18750
28,Private,290210,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,45,United-States,<=50k,<=90k,31250
69,Private,343955,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,20,United-States,<=50k,<=90k,33750
30,Private,426686,Bachelors,13,Never-married,Adm-clerical,Other-relative,White,Male,0,40,United-States,<=50k,<=90k,46250
23,Local-gov,111060,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,40,United-States,<=50k,<=90k,46250
64,Private,55104,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,45,United-States,>50k,<=90k,61250
37,Private,550464,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,40,United-States,>50k,<=90k,56250
59,Private,358520,Bachelors,13,Married-civ-spouse,Sales,Other-relative,White,Male,0,35,United-States,<=50k,<=90k,31250
63,?,59793,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,2,United-States,>50k,<=90k,73750
38,Private,374479,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,2999,20,United-States,<=50k,<=90k,43750
45,Private,208112,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,>50k,<=90k,56250
53,Self-emp-not-inc,230686,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,16250
48,Self-emp-inc,423655,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,>50k,>90k,101250
38,?,284929,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,40,United-States,>50k,<=90k,61250
63,Private,545748,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,Black,Female,0,45,United-States,>50k,<=90k,68750
35,Private,474807,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,>50k,<=90k,56250
37,Private,126514,Some-college,10,Divorced,Construction,Not-in-family,White,Male,0,40,United-States,>50k,>90k,101250
20,Private,49303,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,40,United-States,<=50k,<=90k,11250
55,Private,342214,Bachelors,13,Married-spouse-absent,Prof-specialty,Other-relative,Black,Female,0,40,Jamaica,<=50k,<=90k,43750
17,Private,489966,10th,6,Never-married,Other-service,Own-child,White,Female,0,13,United-States,<=50k,<=90k,18750
39,Private,321627,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,40,United-States,>50k,<=90k,66250
50,Private,257128,Bachelors,13,Married-civ-spouse,Production,Wife,White,Female,0,40,United-States,>50k,<=90k,53750
62,Private,294557,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,40,United-States,>50k,>90k,101250
55,Private,34760,Bachelors,13,Never-married,Production,Not-in-family,White,Male,0,42,United-States,<=50k,<=90k,41250
33,Private,250105,5th-6th,3,Married-spouse-absent,Other-service,Unmarried,White,Female,0,20,Guatemala,<=50k,<=90k,1250
42,Private,166472,9th,5,Never-married,Transport-moving,Unmarried,White,Female,0,40,United-States,<=50k,<=90k,48750
19,?,220092,HS-grad,9,Never-married,?,Own-child,White,Male,0,10,United-States,<=50k,<=90k,11250
37,Self-emp-inc,56410,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,0,40,United-States,<=50k,<=90k,43750
52,Local-gov,318409,Assoc-acdm,12,Never-married,Other-service,Unmarried,White,Female,0,19,United-States,<=50k,<=90k,6250
21,?,270947,Some-college,10,Never-married,?,Own-child,White,Male,300,40,United-States,<=50k,<=90k,28750
37,Private,84005,HS-grad,9,Never-married,Construction,Not-in-family,White,Male,0,42,United-States,>50k,>90k,101250
69,Private,358255,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,15,United-States,<=50k,<=90k,38750
49,Local-gov,451431,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,40,United-States,>50k,<=90k,76250
47,Local-gov,476804,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,35,United-States,>50k,>90k,101250
49,Private,272806,9th,5,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,50,China,<=50k,<=90k,21250
33,Private,261697,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,38,United-States,>50k,<=90k,56250
31,Private,400329,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,>50k,<=90k,83750
33,Private,403345,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Female,0,40,United-States,<=50k,<=90k,41250
19,Self-emp-not-inc,145014,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,5,United-States,<=50k,<=90k,11250
29,Private,622190,5th-6th,3,Never-married,Farming-fishing,Unmarried,White,Male,0,40,Mexico,<=50k,<=90k,26250
49,Private,109608,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,40,United-States,>50k,<=90k,51250
53,Private,52066,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,50,United-States,>50k,>90k,101250
64,Self-emp-inc,97193,Doctorate,16,Separated,Exec-managerial,Not-in-family,White,Female,0,20,United-States,>50k,>90k,101250
21,Private,474116,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,36,United-States,>50k,<=90k,68750
58,Private,370267,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,50,United-States,>50k,>90k,101250
51,Self-emp-inc,418937,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,50,United-States,>50k,>90k,101250
85,Private,383700,HS-grad,9,Never-married,Construction,Not-in-family,White,Male,0,50,United-States,>50k,>90k,101250
71,Private,449796,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,>50k,>90k,91250
23,Private,639914,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,40,United-States,<=50k,<=90k,16250
30,Private,33258,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,50,United-States,>50k,<=90k,58750
33,Private,576555,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,40,United-States,<=50k,<=90k,41250
43,Private,343830,HS-grad,9,Married-civ-spouse,Production,Wife,White,Female,0,24,United-States,<=50k,<=90k,23750
32,?,503607,HS-grad,9,Never-married,?,Unmarried,White,Female,0,30,United-States,<=50k,<=90k,21250
20,State-gov,527559,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,15,United-States,<=50k,<=90k,13750
48,State-gov,181363,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Male,0,40,United-States,>50k,<=90k,56250
23,Private,130374,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,40,United-States,<=50k,<=90k,23750
45,Private,140557,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,40,United-States,>50k,<=90k,51250
44,Self-emp-not-inc,43161,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,40,United-States,<=50k,<=90k,41250
63,Private,171221,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,36,United-States,<=50k,<=90k,38750
23,Federal-gov,468932,Some-college,10,Never-married,Production,Unmarried,Black,Male,0,40,United-States,<=50k,<=90k,13750
47,Private,309565,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,42,United-States,>50k,<=90k,73750
54,Private,354131,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,40,United-States,>50k,>90k,101250
64,Private,339933,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,31250
62,Self-emp-not-inc,501439,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,40,United-States,>50k,<=90k,51250
40,Self-emp-not-inc,193969,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,40,United-States,>50k,<=90k,51250
61,Private,478363,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,40,Jamaica,>50k,>90k,91250
39,Private,67630,5th-6th,3,Divorced,Farming-fishing,Not-in-family,White,Male,0,60,Mexico,<=50k,<=90k,41250
19,Private,413359,Some-college,10,Never-married,Sales,Unmarried,Black,Female,0,40,United-States,<=50k,<=90k,26250
50,Private,106458,Assoc-acdm,12,Divorced,Prof-specialty,Other-relative,Black,Female,0,40,United-States,>50k,<=90k,53750
